"sale","lot","position","dealer","year","origin_author","origin_cat","school_pntg","diff_origin","logprice","price","count","subject","authorstandard","artistliving","authorstyle","author","winningbidder","winningbiddertype","endbuyer","Interm","type_intermed","Height_in","Width_in","Surface_Rect","Diam_in","Surface_Rnd","Shape","Surface","material","mat","materialCat","nfigures","engraved","original","prevcoll","othartist","paired","figures","finished","lrgfont","relig","landsALL","lands_sc","lands_elem","lands_figs","lands_ment","arch","mytho","peasant","othgenre","singlefig","portrait","still_life","discauth","history","allegory","pastorale","other"
"R1776",32,0.096676737,"R",1776,"I","I","I",0,4.182050143,"65.5",1,"(2)Femme violon, livre de musique/Jardiniere chapeau","Carriera, Rosalba",0,"n/a","Rosalba Carriera","Unknown","","",NA,"",NA,NA,NA,NA,NA,"squ_rect",NA,"miniature","mi","other",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"R1776",12,0.036253776,"R",1776,"I","I","I",0,4.094344562,"60.0",1,"(2) Paysages avec figures","Anesi, Paolo",0,"n/a","Paulo Anezi","Colignon","D","D",0,"",11,13.75,151.25,NA,NA,"squ_rect",151.25,"bois","b","wood",0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1764",34,0.557377049,"L",1764,"F","F","F",1,5.075173815,"160.0",1,"Homme cuiraffé","Grimou, Alexis",0,"n/a","Jean Grimou","Unknown","","",NA,"",30,24,720,NA,NA,"squ_rect",720,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"P1780",113,0.843283582,"P",1780,"D/FL","D/FL","D/FL",1,3.401197382,"30.0",1,"Paysage","Dutch",0,"n/a","Maître Hollandois","Silvestre, Jacques-Augustin de; Hamon","D","D",0,"",18,23,414,NA,NA,"squ_rect",414,"-","","",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1777",10,0.042194093,"R",1777,"I","I","I",0,6.551080335,"700.0",1,"Songe Joseph   PENDANTS","Mola (PF), Pier Francesco",0,"n/a","Pierre François Molle","Paillet, Alexandre-Joseph","D","D",0,"",8.5,6.5,55.25,NA,NA,"squ_rect",55.25,"cuivre","c","copper",0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1764",92,0.183266932,"R",1764,"F","F","F",0,3.17805383,"24.0",1,"Le Crucifiement de St. Pierre, Esquisse du beau tableau qui est dans l'Eglise Notre Dame, à Paris","Bourdon, Sébastien",0,"n/a","Sébastien Bourdon","Neveu","U","U",0,"",13,9,117,NA,0,"squ_rect",117,"toile","t","canvas",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1769",34,0.576271186,"R",1769,"D/FL","D/FL","D/FL",0,7.217443432,"1,363.0",1,"Marchande de poisson","Metsu, Gabriel",0,"n/a","Gabriel Metzu","Valade, Jean for Ravanne, Miotte de","DC","C",1,"D",11.25,6.75,75.9375,NA,NA,"squ_rect",75.9375,"bois","b","wood",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"R1767",9,0.028301887,"R",1767,"I","I","I",0,7.550135342,"1,901.0",1,"Tobie qui rend la vue à son pere en lui mettant sur les yeux avec le doigt le fiel du poisson","Fetti, Domenico",0,"n/a","Dominique Feti","Rémy, Pierre","E","E",0,"",25,31,775,NA,NA,"squ_rect",775,"bois","b","wood",9,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"R1765",48,0.786885246,"R",1765,"F","F","F",0,3.18221184,"24.1",1,"Louis XVI, qui Chasse au Cerf.","Martin",0,"n/a","Martin","Unknown","","",NA,"",23,25,575,NA,NA,"squ_rect",575,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"P1780",27,0.201492537,"P",1780,"F","F","F",0,4.182050143,"65.5",1,"(2) Vues de Rome","Robert, Hubert",1,"n/a","Hubert Robert","Maltais","U","U",0,"",10,7,70,NA,NA,"squ_rect",70,"bois","b","wood",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P1775",34,0.453333333,"P",1775,"D/FL","D/FL","D/FL",0,5.347107531,"210.0",1,"L'intérieur d'une chambre dans laquelle se voit un homme assis sur un tonneau ; il est occupé à allumer sa pipe ; dans le fond, trois Paysans sont devant une cheminée à faire conversation.","Teniers II the Younger, David",0,"n/a","David Teniers","Julien","U","U",0,"",9,11,99,NA,NA,"squ_rect",99,"bois","b","wood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"L1778",19,0.301587302,"L",1778,"D/FL","D/FL","D/FL",0,5.940171253,"380.0",1,"Paysage orné d'arbres","Moucheron (F), Frederik de",0,"n/a","Frederic Moucheron","Hersant Destouches, Alexandre-Louis","C","C",0,"",7.5,9,67.5,NA,NA,"squ_rect",67.5,"bois","b","wood",19,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"P1780",67,0.5,"P",1780,"D/FL","D/FL","D/FL",0,3.583518938,"36.0",1,"(2) Tableaux en pendant","Wouwerman, Philips",0,"n/a","Pierre Vouvermans","Chevin","U","U",0,"",24,30,720,NA,NA,"squ_rect",720,"tableau","ta","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"L1778b",21,0.139072848,"L",1778,"D/FL","D/FL","D/FL",0,5.726847748,"307.0",1,"L'intérieur d'une Eglise","Neefs I the Elder, Pieter; Francken Family",0,"n/a","Peter Néefs & Franck","Unknown","","",NA,"",12,17,204,NA,NA,"squ_rect",204,"bois","b","wood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"R1776",15,0.045317221,"R",1776,"F","F","I",1,3.17805383,"24.0",1,"(2) Marines","Montagne, Renaud de la",0,"n/a","Montagne de Venise","Mercier, Charles-André","D","D",0,"",4,5.75,23,NA,NA,"squ_rect",23,"bois (ovales)","b","wood",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1766",42,0.636363636,"R",1766,"D/FL","D/FL","D/FL",0,4.094344562,"60.0",1,"Deux Figures & des Moutons","Bout, Pieter in the taste of Berchem, Nicolaes Pieterszoon",0,"in the taste of","Bout, dans le goût de Berghem","Henard","U","U",0,"",13.5,10.5,141.75,NA,NA,"squ_rect",141.75,"bois","b","wood",0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"J1775",10,0.5,"J",1775,"F","F","F",0,4.382026635,"80.0",1,"La femelle d'un renard, accompagnée de deux petits. Sa gueule est ouverte ; elle semble effrayée, & pousser un cri aigu.","Oudry, Jean-Baptiste",0,"n/a","J. B. Oudry","Fournel","D","D",0,"",24,34,816,NA,NA,"squ_rect",816,"toile","t","canvas",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"J1779",6,0.260869565,"J",1779,"D/FL","D/FL","D/FL",0,3.218875825,"25.0",1,"Paysage avec fabriques & figures","Vinckebons, David",0,"n/a","Vinkenboons","Paillet, Alexandre-Joseph","D","D",0,"",19.5,15.75,307.125,NA,NA,"squ_rect",307.125,"bois","b","wood",0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1767",27,0.08490566,"R",1767,"I","I","I",0,7.003065459,"1,100.0",1,"L'Enfant Jesus nu, assis sur un Linge","Reni, Guido",0,"n/a","Guido Reni, dit Le Guide","Albertas, Henri Reynaud d'","C","C",0,"",NA,NA,NA,9.5,70.84625,"round",70.84625,"toile","t","canvas",2,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"L1774",96,0.71641791,"R",1774,"F","F","F",0,5.440250862,"230.5",1,"(2) Musette; fruits","Bachelier (JJ), Jean-Jacques",1,"n/a","M. Bachelier","Langlier, Jacques","D","D",0,"",24,18,432,NA,NA,"squ_rect",432,"toile","t","canvas",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"R1767",57,0.179245283,"R",1767,"I","I","I",0,6.109247583,"450.0",1,"Diane & Endymionur 27 pouces de large.","Trevisani, Francesco",0,"n/a","François Trevisani","Basan, Pierre-François","D","D",0,"",22.5,27,607.5,NA,NA,"squ_rect",607.5,"toile","t","canvas",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"L1778b",108,0.715231788,"L",1778,"F","F","F",0,3.688879454,"40.0",1,"Femme secourue par un Ange","Cazes, Pierre-Jacques",0,"n/a","PierreJacques Cazes","Unknown","","",NA,"",27,45,1215,NA,NA,"squ_rect",1215,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"R1777",215,0.907172996,"R",1777,"F","F","F",0,7.073269717,"1,180.0",1,"Etude du buste de l'accordée PENDANTS","Greuze, Jean-Baptiste",1,"n/a","Jean-Baptiste  Greuze","Unknown","","",NA,"",15,12,180,NA,NA,"squ_rect",180,"pastel","pa","other",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"J1768",78,0.757281553,"J",1768,"X","X","F",1,2.197224577,"9.0",1,"(2) Tableaux d'Architecture; Tableaux d'Architecture","in the manner of Patel I, Pierre",0,"in the manner of","dans la maniere de Patel","Chiquet de Champs-Renard","C","C",0,"",18,24,432,NA,NA,"squ_rect",432,"toile","t","canvas",0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"R1776",195,0.589123867,"R",1776,"F","F","F",0,8.691482577,"5,952.0",1,"(2) Campo Vaccino / Un port de mer","Gellée (Lorrain), Claude; Miel, Jan",0,"n/a","Claude Gelée, dit Le Lorrain et Jean Miel","Langlier, Jacques for Poullain, Antoine","DC","C",1,"D",20,26,520,NA,NA,"squ_rect",520,"toile","t","canvas",0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1776",111,0.335347432,"R",1776,"D/FL","D/FL","D/FL",0,8.782629655,"6,520.0",1,"La petite chasse au cerf","Wouwerman, Philips",0,"n/a","Philippe Wouwermans","Chariot, Antoine-Claude for Blondel d'Azincourt, Berthélémy-Augustin","DC","C",1,"D",11,14,154,NA,NA,"squ_rect",154,"cuivre","c","copper",0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1774",115,0.858208955,"R",1774,"X","X","I",1,4.442651256,"85.0",1,"Homme a mi-corps","esteem of Carracci Family",0,"esteem of","estime Carrache","Langlier, Jacques","D","D",0,"",33,26,858,NA,NA,"squ_rect",858,"toile","t","canvas",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"R1776",77,0.232628399,"R",1776,"D/FL","D/FL","D/FL",0,7.313886832,"1,501.0",1,"Paysage avec arbres et riviere, berger","Wijnants, Jan; Velde (A), Adriaen van de",0,"n/a","Wynants et Adrien Vanden Veld","Fournel","D","D",0,"",11,14.5,159.5,NA,NA,"squ_rect",159.5,"toile","t","canvas",0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1777",127,0.535864979,"R",1777,"D/FL","D/FL","D/FL",0,6.802394763,"900.0",1,"Paysage, chute d'eau et arbres","Ruisdael, Jacob van",0,"n/a","Jacques Ruysdael","Feuillet","D","D",0,"",23,26.5,609.5,NA,NA,"squ_rect",609.5,"toile","t","canvas",0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1764",61,1,"L",1764,"X","X","X",1,2.456736059,"11.7",1,"(24) différens Sujets, Batailles, Flamands, Dévotion, Histoires, Paysages","Anonymous",0,"n/a","différens Maîtres","Unknown","","",NA,"",NA,NA,NA,NA,NA,"squ_rect",NA,"n/a","n/a","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1769",31,0.525423729,"R",1769,"D/FL","D/FL","D/FL",0,8.389738612,"4,401.7",1,"Homme nu dans paysage","Dou, Gerrit",0,"n/a","Gerard Dow","Rémy, Pierre for Gallitzin, Prince Demetrius Alekseyevich for Ekaterina II, empress of Russia","EBC","C",1,"EB",9,7,63,NA,NA,"squ_rect",63,"bois","b","wood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"L1774",59,0.440298507,"R",1774,"D/FL","D/FL","D/FL",0,7.745002804,"2,310.0",1,"Auberge Hollandoise","Ostade (I), Isack van",0,"n/a","Isaac Ostade","Lebrun, Jean-Baptiste-Pierre","E","E",0,"",38,48,1824,NA,NA,"squ_rect",1824,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"L1774",19,0.141791045,"R",1774,"D/FL","D/FL","D/FL",0,6.040254711,"420.0",1,"Repos en Egypte","Poelenberch, Cornelis van",0,"n/a","Corneille Poelemburg","Langlier, Jacques","D","D",0,"",12.5,16,200,NA,NA,"squ_rect",200,"bois","b","wood",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1778b",35,0.231788079,"L",1778,"D/FL","D/FL","D/FL",0,5.075173815,"160.0",1,"Vue d'une Ferme","Teniers II the Younger, David",0,"n/a","David Tesniers","Unknown","","",NA,"",24,32,768,NA,NA,"squ_rect",768,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"R1772",17,0.414634146,"R",1772,"X","X","D/FL",1,2.740840024,"15.5",1,"(2) Des Singes, dans le style de Tesniers.","in the style of Teniers II the Younger, David",0,"in the style of","dans le style de Tesniers","Unknown","","",NA,"",7,10,70,NA,NA,"squ_rect",70,"bois","b","wood",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"R1776",96,0.290030211,"R",1776,"D/FL","D/FL","D/FL",0,5.940171253,"380.0",1,"(2) paysages sur bois","Teniers II the Younger, David",0,"n/a","David Teniers","Dubois","D","D",0,"",4.75,6.75,32.0625,NA,NA,"squ_rect",32.0625,"bois (ovales)","b","wood",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1768",73,0.357843137,"L",1768,"F","F","F",1,3.17805383,"24.0",1,"Fleurs","Picart (JM), Jean Michel",0,"n/a","Jean-Martin Picart","Unknown","","",NA,"",18,14,252,NA,NA,"squ_rect",252,"bois","b","wood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"R1765",14,0.229508197,"R",1765,"X","X","D/FL",1,5.886104031,"360.0",1,"Un Chirurgien Dentiste exerçant son art sur un Paysan, une Femme les regarde","Anonymous",0,"n/a","not specified","Donjeux, Vincent","D","D",0,"",15,11,165,NA,NA,"squ_rect",165,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"R1767",83,0.261006289,"R",1767,"S","S","I",1,8.699514748,"6,000.0",1,"Les Noces de Cana","Murillo, Bartolomé Esteban",0,"n/a","Barthelemi Etienne Murillo","Gevigney, Jean-Baptiste Guillaume, abbé de for Conti, Louis-François de Bourbon, prince de","BC","C",1,"B",64,86,5504,NA,NA,"squ_rect",5504,"toile","t","canvas",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1776",255,0.770392749,"R",1776,"F","F","F",0,4.86753445,"130.0",1,"(2) Architectures ruines et figures","Machy, Pierre-Antoine de",1,"n/a","Pierre Antoine de Machy","Langlier, Jacques","D","D",0,"",15,10,150,NA,NA,"squ_rect",150,"toile","t","canvas",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"L1774",40,0.298507463,"R",1774,"D/FL","D/FL","D/FL",0,6.758094504,"861.0",1,"Home et femme table bénédicte","Bega, Cornelis Pieterszoon",0,"n/a","Corneille Béga","Sollier, Claude-Florentin","D","D",0,"",12.5,9.5,118.75,NA,NA,"squ_rect",118.75,"toile","t","canvas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"R1773",33,0.578947368,"R",1773,"D/FL","D/FL","D/FL",0,4.787491743,"120.0",1,"Un paysage avec figures, représentant sur le devant un repos de chasse ; sur le second plan, un homme qui contient un mulet devant une jument ; plus loin, des troupeaux ; à la porte d'une ferme, une femme qui trait une vache ; & dans l'éloignement, des voyageurs à cheval.","Miel, Jan",0,"n/a","Jean Miel","Donjeux, Vincent","D","D",0,"",8,10,80,NA,NA,"squ_rect",80,"toile","t","canvas",0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"L1764",10,0.163934426,"L",1764,"X","X","X",1,0.287681822,"1.3",1,"(3) Deux têtes d'Hommes; Paysage & Ruine","Anonymous",0,"n/a","not specified","Unknown","","",NA,"",16,12,192,NA,NA,"squ_rect",192,"toile","t","canvas",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"R1772",30,0.731707317,"R",1772,"X","X","D/FL",1,2.708050201,"15.0",1,"Un Paysage bien touché, Figures & Animaux","in the taste of Potter (Pa), Paulus",0,"in the taste of","dans le goût de Paul Poter","Langlier, Jacques","D","D",0,"",23,27,621,NA,NA,"squ_rect",621,"toile","t","canvas",0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1771",9,0.052631579,"R",1771,"D/FL","D/FL","D/FL",0,5.991464547,"400.0",1,"Hommes dans une chambre","Teniers II the Younger, David",0,"n/a","David Teniers","Mercier, Charles-André","D","D",0,"",8,5.75,46,NA,NA,"squ_rect",46,"bois","b","wood",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"L1778b",61,0.40397351,"L",1778,"D/FL","D/FL","D/FL",0,4.454347296,"86.0",1,"Tabagie ornée de seize figures","Steen, Jan",0,"n/a","Jean Stéen","Unknown","","",NA,"",15,12,180,NA,NA,"squ_rect",180,"bois","b","wood",16,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"R1769",21,0.355932203,"R",1769,"D/FL","D/FL","D/FL",0,8.536995819,"5,100.0",1,"2 femmes dans un intérieur, cavalier","ter Borch II, Gerard",0,"n/a","Gerard Terburck","Boileau, Nicolas-François-Jacques for Choiseul-Praslin, Charles duc de","DC","C",1,"D",31,25,775,NA,NA,"squ_rect",775,"toile","t","canvas",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"R1769",16,0.271186441,"R",1769,"D/FL","D/FL","D/FL",0,9.126958763,"9,200.0",1,"Portrait du President Richardot","Dyck, Sir Anthony van",0,"n/a","Antoine Van Dyck","Rémy, Pierre for Randon de Boisset, Pierre-Louis-Paul","EC","C",1,"E",42,30.5,1281,NA,NA,"squ_rect",1281,"bois","b","wood",0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
"R1767",194,0.610062893,"R",1767,"D/FL","D/FL","D/FL",0,9.170559502,"9,610.0",1,"Achiles déguisé en fille sous le nom de Pirrha à la cour de Lycomede","Lairesse, Gérard de",0,"n/a","Gerard de Lairesse","Mettra, Louis-François (II) for Friedrich II, King of Prussia","BC","C",1,"B",35,59,2065,NA,NA,"squ_rect",2065,"toile","t","canvas",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"R1773",42,0.736842105,"R",1773,"D/FL","D/FL","D/FL",0,5.720311777,"305.0",1,"Une Grotte proche de laquelle on voit un homme qui tire le lait d'une chevre : une femme qui nettoie la tête de son enfant ; deux enfants qui jouent, & plusieurs animaux.","Asselijn, Jan",0,"n/a","Jean Asselin","Rémy, Pierre","E","E",0,"",20.5,17.75,363.875,NA,NA,"squ_rect",363.875,"toile","t","canvas",0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1771",29,0.169590643,"R",1771,"D/FL","D/FL","D/FL",0,3.417726684,"30.5",1,"(2) Marines","Velde I Family",0,"n/a","Van Veld","Crillon, abbé de","C","C",0,"",3.66,5.33,19.5078,NA,NA,"squ_rect",19.5078,"cuivre","c","copper",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1777",21,0.088607595,"R",1777,"D/FL","D/FL","I",1,5.521460918,"250.0",1,"vue de ville","Wittel, Gaspar van",0,"n/a","Gasparo Van Vitelle","Desmarets, J.","U","U",0,"",9.25,17,157.25,NA,NA,"squ_rect",157.25,"gouazze","o","other",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1774",132,0.985074627,"R",1774,"X","X","X",1,2.890371758,"18.0",1,"Jeune femme turque","Anonymous",0,"n/a","not specified","Siroy","U","U",0,"",9,12,108,NA,NA,"squ_rect",108,"n/a","n/a","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"L1764",61,1,"L",1764,"X","X","X",1,2.456736059,"11.7",1,"(24) différens Sujets, Batailles, Flamands, Dévotion, Histoires, Paysages","Anonymous",0,"n/a","différens Maîtres","Unknown","","",NA,"",NA,NA,NA,NA,NA,"squ_rect",NA,"n/a","n/a","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J1768",102,0.990291262,"J",1768,"X","X","F",1,1.791759469,"6.0",1,"(2) Tableau de Fruits; tableau de fruits","French",0,"n/a","French","Joullain, François-Charles","E","E",0,"",23,19,437,NA,NA,"squ_rect",437,"toile","t","canvas",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"R1764",133,0.264940239,"R",1764,"F","F","F",0,4.744932128,"115.0",1,"(2) Deux Tableaux des plus précieux de ce grand Peintre, ils représentent des enfans, les uns qui jouent avec les armes du Dieu Mars & les autres avec des fleche","Le Moyne, François",0,"n/a","François le Moine","Ménageot, Augustin","D","D",0,"",4.75,4,19,NA,0,"squ_rect",19,"bois","b","wood",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"R1776",289,0.873111782,"R",1776,"F","F","F",1,5.323009979,"205.0",1,"Léda d'après le Correge","Tournières (Levrac-Tournières), Robert",0,"n/a","Robert de Tourniere","Parmentier","U","U",0,"",46,36,1656,NA,NA,"squ_rect",1656,"toile","t","canvas",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"L1764",61,1,"L",1764,"X","X","X",1,2.456736059,"11.7",1,"(24) différens Sujets, Batailles, Flamands, Dévotion, Histoires, Paysages","Anonymous",0,"n/a","différens Maîtres","Unknown","","",NA,"",NA,NA,NA,NA,NA,"squ_rect",NA,"n/a","n/a","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1777",137,0.578059072,"R",1777,"D/FL","D/FL","D/FL",0,8.853665428,"7,000.0",1,"Paysage, figures avec vaches et animaux","Velde (A), Adriaen van de",0,"n/a","Adrien Vanden-Veld","Choiseul-Praslin, Comte de","C","C",0,"",11.5,13.25,152.375,NA,NA,"squ_rect",152.375,"toile","t","canvas",0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1766",5,0.075757576,"R",1766,"I","I","I",0,2.48490665,"12.0",1,"Ste Catherine, Martyre","Bassano (Jacopo da Ponte), Jacopo",0,"n/a","Jacques Bassan","Rémy, Pierre","E","E",0,"",9.5,5,47.5,NA,NA,"squ_rect",47.5,"toile","t","canvas",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1774",36,0.268656716,"R",1774,"D/FL","D/FL","D/FL",0,8.293799609,"3,999.0",1,"Halte de cavaliers","Wouwerman, Philips",0,"n/a","Philippe Wouwerman","Langlier, Jacques","D","D",0,"",17.25,15.25,263.0625,NA,NA,"squ_rect",263.0625,"bois","b","wood",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"R1764",73,0.145418327,"R",1764,"D/FL","D/FL","D/FL",0,2.63905733,"14.0",1,"Les trois Maries au Tombeau","Beschey, Balthazar",1,"n/a","Bathazar Beschey","Unknown","","",NA,"",15,18,270,NA,0,"squ_rect",270,"cuivre","c","copper",0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"R1767",233,0.732704403,"R",1767,"F","F","F",0,3.583518938,"36.0",1,"(20) Vingt Tableaux de la Caravane du Sultan à la Mecque","French",0,"n/a","French","Rémy, Pierre","E","E",0,"",23,17,391,NA,NA,"squ_rect",391,"toile","t","canvas",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"L1778b",84,0.556291391,"L",1778,"D/FL","D/FL","D/FL",0,4.189654742,"66.0",1,"Une jolie marine","Nooms, Renier",0,"n/a","Zeemann","Unknown","","",NA,"",10.5,10,105,NA,NA,"squ_rect",105,"bois","b","wood",0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P1780",104,0.776119403,"P",1780,"A","A","A",1,4.682131227,"108.0",1,"(2) Atelier d'un Peintre; atelier d'un Sculpteur","Janneck, Franz Christoph",0,"n/a","Jennick","Silvestre, Jacques-Augustin de","D","D",0,"",14,21,294,NA,NA,"squ_rect",294,"tableau","ta","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"R1777",86,0.362869198,"R",1777,"D/FL","D/FL","D/FL",0,6.429719478,"620.0",1,"2 femmes, enfants, paysage vu à travers une arcade","Bega, Cornelis Pieterszoon",0,"n/a","Corneille Bega","Lebrun, Jean-Baptiste-Pierre","D","D",0,"",13.25,11,145.75,NA,NA,"squ_rect",145.75,"bois","b","wood",0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"L1774",134,1,"R",1774,"X","X","X",1,2.351375257,"10.5",1,"(2) Fleurs dans vases","Anonymous",0,"n/a","not specified","Le Blanc, Jean-Bernard, abbé","D","D",0,"",NA,NA,NA,NA,NA,"squ_rect",NA,"huile/pastel","pa","other",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
